#  z (mm)   Energy_Dep  Net_Charge
0 4.0726e-22 -0.933
1 5.87445e-24 0.001
2 7.45113e-24 0.001
3 0 0
4 0 0
5 0 0
6 8.10617e-24 0.001
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 3.35195e-25 0.001
13 0 0
14 0 0
15 7.4616e-24 0.001
16 1.38731e-23 0.002
17 0 0
18 0 0
19 7.89356e-24 0.001
20 1.99594e-23 0.003
21 0 0
22 0 0
23 0 0
24 7.62525e-24 0.001
25 0 0
26 0 0
27 0 0
28 0 0
29 7.11818e-24 0.001
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 3.32784e-24 0.001
37 0 0
38 0 0
39 0 0
40 7.32361e-24 0.001
41 0 0
42 0 0
43 0 0
44 0 0
45 0 0
46 6.3708e-24 0.001
47 0 0
48 0 0
49 0 0
50 0 0
51 0 0
52 4.25334e-24 0.001
53 0 0
54 0 0
55 0 0
56 0 0
57 0 0
58 0 0
59 0 0
60 0 0
61 6.98835e-24 0.001
62 6.49918e-24 0.001
63 7.77182e-24 0.001
64 5.59828e-24 0.001
65 0 0
66 0 0
67 0 0
68 7.03418e-24 0.001
69 0 0
70 0 0
71 0 0
72 4.88296e-24 0.001
73 0 0
74 6.90274e-24 0.001
75 0 0
76 0 0
77 6.42522e-24 0.001
78 1.30086e-23 0.002
79 0 0
80 6.90625e-24 0.001
81 1.3961e-23 0.002
82 5.03794e-24 0.001
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 6.56267e-24 0.001
95 0 0
96 0 0
97 0 0
98 0 0
99 4.85252e-24 0.001
100 0 0
101 5.19593e-24 0.001
102 0 0
103 0 0
104 0 0
105 0 0
106 6.61363e-24 0.001
107 0 0
108 4.34683e-24 0.001
109 0 0
110 0 0
111 0 0
112 0 0
113 4.50404e-24 0.001
114 0 0
115 1.07447e-23 0.002
116 0 0
117 0 0
118 0 0
119 0 0
120 0 0
121 0 0
122 7.23446e-24 0.001
123 0 0
124 5.9736e-24 0.001
125 0 0
126 0 0
127 0 0
128 0 0
129 1.27091e-23 0.002
130 0 0
131 0 0
132 0 0
133 0 0
134 5.2378e-24 0.001
135 6.19319e-24 0.001
136 4.26968e-24 0.001
137 0 0
138 0 0
139 0 0
140 0 0
141 0 0
142 0 0
143 0 0
144 6.01362e-24 0.001
145 0 0
146 0 0
147 0 0
148 0 0
149 1.26678e-23 0.002
150 6.07565e-24 0.001
151 0 0
152 0 0
153 0 0
154 0 0
155 0 0
156 0 0
157 0 0
158 0 0
159 0 0
160 4.84612e-24 0.001
161 0 0
162 6.08013e-24 0.001
163 0 0
164 0 0
165 0 0
166 5.73385e-24 0.001
167 3.78533e-24 0.001
168 3.73175e-24 0.001
169 0 0
170 0 0
171 0 0
172 4.409e-24 0.001
173 8.60166e-24 0.002
174 0 0
175 6.548e-24 0.001
176 0 0
177 6.10156e-24 0.001
178 0 0
179 0 0
180 3.75005e-24 0.001
181 0 0
182 6.56469e-24 0.002
183 0 0
184 0 0
185 5.49424e-24 0.001
186 5.53396e-24 0.001
187 0 0
188 3.64444e-24 0.001
189 4.89072e-24 0.001
190 0 0
191 0 0
192 4.83852e-24 0.001
193 0 0
194 0 0
195 5.30494e-24 0.001
196 0 0
197 6.02657e-24 0.001
198 0 0
199 0 0
200 5.51861e-24 0.001
201 0 0
202 0 0
203 3.56454e-24 0.001
204 5.7315e-24 0.001
205 0 0
206 6.0434e-24 0.001
207 5.99115e-24 0.001
208 1.09291e-23 0.002
209 0 0
210 0 0
211 0 0
212 0 0
213 8.93829e-24 0.002
214 5.31443e-24 0.001
215 0 0
216 0 0
217 9.72037e-24 0.002
218 0 0
219 0 0
220 0 0
221 5.83358e-24 0.001
222 0 0
223 0 0
224 5.10349e-24 0.001
225 0 0
226 0 0
227 0 0
228 3.59034e-24 0.001
229 0 0
230 0 0
231 5.33559e-24 0.001
232 0 0
233 4.35877e-24 0.001
234 0 0
235 3.4643e-24 0.001
236 1.28338e-23 0.003
237 0 0
238 0 0
239 0 0
240 0 0
241 0 0
242 4.98374e-24 0.001
243 0 0
244 3.27349e-24 0.001
245 0 0
246 0 0
247 0 0
248 5.17883e-24 0.001
249 0 0
250 0 0
251 0 0
252 4.93851e-24 0.001
253 9.28028e-24 0.002
254 0 0
255 4.85082e-24 0.001
256 0 0
257 4.88143e-24 0.001
258 4.42614e-24 0.001
259 0 0
260 0 0
261 0 0
262 4.4191e-24 0.001
263 0 0
264 0 0
265 0 0
266 4.59804e-24 0.001
267 0 0
268 5.06547e-24 0.001
269 5.35882e-24 0.001
270 0 0
271 0 0
272 4.68744e-24 0.001
273 5.67239e-24 0.001
274 0 0
275 0 0
276 0 0
277 5.2447e-24 0.001
278 0 0
279 0 0
280 0 0
281 4.5478e-24 0.001
282 0 0
283 0 0
284 0 0
285 0 0
286 0 0
287 4.70486e-24 0.001
288 0 0
289 3.39372e-24 0.001
290 4.85115e-24 0.001
291 0 0
292 3.31623e-24 0.001
293 1.21362e-23 0.003
294 0 0
295 0 0
296 0 0
297 0 0
298 3.72475e-24 0.001
299 0 0
300 0 0
301 3.44316e-24 0.002
302 0 0
303 0 0
304 0 0
305 0 0
306 0 0
307 3.31225e-24 0.001
308 0 0
309 1.1956e-23 0.003
310 0 0
311 0 0
